transaction_id,posting_date_raw,invoice_date_raw,fiscal_period,entity_code,account_code_raw,cost_center_raw,vendor_name_raw,invoice_number,po_number,currency_code,amount_raw,tax_code,narrative,source_system,posting_date,invoice_date,amount,amount_is_negative,narrative_lower,processing_timestamp,source_file
TXN002166,24/02/2026,19/02/2026,2026-02,AUS01,5710,CC4000,AWS,INV96067,PO5336,AUD,39825.26,GST-FREE,Payment for goods,Workday,2026-02-24,2026-02-19,39825.26,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002167,20-02-2026,17-02-2026,2026-02,AUS01,5000,CC3000,BCG,INV85293,PO8934,NZD,24644.54,GST-FREE,Payment for license,SAP,2026-02-20,2026-02-17,24644.54,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002168,23/03/2025,21/03/2025,2025-03,AUS01,5920,CC2100,Seek Limited,INV68570,PO1080,NZD,27437.38,INPUT,Payment for subscription,Oracle,2025-03-23,2025-03-21,27437.38,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002169,19/01/2026,11/01/2026,2026-01,AUS01,5100,CC3200,Deloitte Touche,INV20564,,GBP,44401.33,GST-FREE,Payment for services,Manual Entry,2026-01-19,2026-01-11,44401.33,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002170,06-01-2026,31-12-2025,2026-01,AUS01,5520,CC1000,PWC,INV65551,PO8010,NZD,36047.38,GST-FREE,Payment for license,API Import,2026-01-06,2025-12-31,36047.38,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002171,17-01-2026,07-01-2026,2026-01,AUS01,5520,CC4000,LinkedIn Corp,INV53173,PO8404,GBP,14945.87,INPUT,Payment for subscription,SAP,2026-01-17,2026-01-07,14945.87,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002172,02/08/2026,02/07/2026,2026-02,AUS01,5100,CC4100,Slack,INV53030,PO8126,USD,18776.1,GST,Payment for goods,Manual Entry,2026-08-02,2026-07-02,18776.1,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002173,2025-09-11,2025-09-01,2025-09,AUS01,5200,CC2100,Federal Express,INV24533,,USD,23265.37,GST,Payment for subscription,API Import,2025-09-11,2025-09-01,23265.37,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002174,02/10/2026,02/02/2026,2026-02,AUS01,5610,CC2000,Telstra Corp,INV57204,PO7587,NZD,18379.85,GST,Payment for goods,Oracle,2026-10-02,2026-02-02,18379.85,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002175,23/11/2025,22/11/2025,2025-11,AUS01,5900,CC3200,Amazon,INV77955,,GBP,15154.43,INPUT,Payment for subscription,Oracle,2025-11-23,2025-11-22,15154.43,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002176,04-01-2026,03-01-2026,2026-01,AUS01,5110,CC1200,Optus Pty,INV37941,PO3887,NZD,10933.13,GST,Payment for consulting,SAP,2026-01-04,2026-01-03,10933.13,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002177,18-02-2026,15-02-2026,2026-02,AUS01,5300,CC2100,LinkedIn Corp,INV23780,,NZD,18884.8,GST,Payment for services,Oracle,2026-02-18,2026-02-15,18884.8,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002178,2025-01-18,2025-01-10,2025-01,AUS01,5520,CC1200,Hays,INV20167,PO5895,AUD,40787.06,EXPORT,Payment for subscription,API Import,2025-01-18,2025-01-10,40787.06,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002179,01/28/2026,01/19/2026,2026-01,AUS01,5400,CC3100,ServiceNow Inc,INV20473,PO1470,NZD,19542.08,INPUT,Payment for goods,API Import,2026-01-28,2026-01-19,19542.08,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002180,22/10/2025,16/10/2025,2025-10,AUS01,5110,CC1100,Adobe,INV51431,PO5464,GBP,19532.33,GST,Payment for consulting,API Import,2025-10-22,2025-10-16,19532.33,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002181,01/23/2026,01/20/2026,2026-01,AUS01,5520,CC4000,Adobe,INV53035,,NZD,20260.44,GST,Payment for goods,SAP,2026-01-23,2026-01-20,20260.44,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002182,22/02/2026,19/02/2026,2026-02,AUS01,5910,CC4100,LinkedIn Corp,INV37473,PO1274,AUD,35690.86,GST-FREE,Payment for goods,Manual Entry,2026-02-22,2026-02-19,35690.86,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002183,13-01-2026,08-01-2026,2026-01,AUS01,5110,CC3200,Seek Limited,INV34399,PO9670,GBP,6214.66,INPUT,Payment for consulting,Manual Entry,2026-01-13,2026-01-08,6214.66,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002184,01/02/2026,29/01/2026,2026-02,AUS01,5000,CC4000,Seek Limited,INV67361,PO1118,GBP,25290.61,INPUT,Payment for consulting,Oracle,2026-02-01,2026-01-29,25290.61,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002185,22/01/2026,18/01/2026,2026-01,AUS01,5220,CC3000,Regus Australia,INV32738,,GBP,10998.03,EXPORT,Payment for goods,Manual Entry,2026-01-22,2026-01-18,10998.03,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002186,2025-01-16,2025-01-15,2025-01,AUS01,5220,CC3000,Workday,INV38616,,NZD,23930.25,EXPORT,Payment for goods,Manual Entry,2025-01-16,2025-01-15,23930.25,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002187,08/02/2026,05/02/2026,2026-02,AUS01,5520,CC3000,Optus Pty,INV43367,,AUD,14116.54,GST-FREE,Payment for goods,Workday,2026-02-08,2026-02-05,14116.54,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002188,01/11/2026,01/06/2026,2026-01,AUS01,5410,CC4000,ServiceNow Inc,INV95097,,GBP,40167.55,EXPORT,Payment for services,SAP,2026-11-01,2026-06-01,40167.55,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002189,14-02-2026,05-02-2026,2026-02,AUS01,5520,CC1100,Regus Australia,INV62393,PO8540,GBP,28729.67,INPUT,Payment for goods,API Import,2026-02-14,2026-02-05,28729.67,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002190,10/13/2025,10/06/2025,2025-10,AUS01,5610,CC1000,EY Australia,INV97966,PO4739,NZD,23218.98,INPUT,Payment for goods,Oracle,2025-10-13,2025-06-10,23218.98,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002191,23/02/2026,13/02/2026,2026-02,AUS01,5920,CC1100,Adobe,INV56170,PO8171,NZD,24541.9,INPUT,Payment for services,SAP,2026-02-23,2026-02-13,24541.9,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002192,22-07-2025,19-07-2025,2025-07,AUS01,5210,CC4100,Deloitte Touche,INV30926,PO1520,NZD,26262.5,INPUT,Payment for consulting,Manual Entry,2025-07-22,2025-07-19,26262.5,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002193,01/01/2026,12/28/2025,2026-01,AUS01,5010,CC1100,Slack,INV85487,PO2922,AUD,10219.96,GST-FREE,Payment for goods,API Import,2026-01-01,2025-12-28,10219.96,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002194,2026-02-16,2026-02-09,2026-02,AUS01,5110,CC4000,ServiceNow Inc,INV52004,PO9980,USD,16077.83,GST,Payment for services,SAP,2026-02-16,2026-02-09,16077.83,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002195,2025-04-18,2025-04-16,2025-04,AUS01,5320,CC2000,Workday,INV52739,PO1346,GBP,12681.14,GST-FREE,Payment for goods,Manual Entry,2025-04-18,2025-04-16,12681.14,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002196,16/07/2025,07/07/2025,2025-07,AUS01,5810,CC3200,Salesforce,INV89711,PO7030,NZD,41677.5,INPUT,Payment for consulting,API Import,2025-07-16,2025-07-07,41677.5,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002197,02/22/2026,02/16/2026,2026-02,AUS01,5500,CC3000,BCG,INV54905,PO4932,NZD,43934.19,GST,Payment for consulting,Oracle,2026-02-22,2026-02-16,43934.19,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002198,2026-02-19,2026-02-11,2026-02,AUS01,5100,CC2100,Robert Half International,INV19739,PO6652,NZD,39402.39,INPUT,Payment for goods,Workday,2026-02-19,2026-02-11,39402.39,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002199,12/05/2025,12/02/2025,2025-12,AUS01,5900,CC1000,LinkedIn Corp,INV61689,PO2577,USD,34890.41,GST,Payment for services,API Import,2025-05-12,2025-02-12,34890.41,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002200,21/01/2026,19/01/2026,2026-01,AUS01,5300,CC3000,Hays,INV29521,,NZD,32002.91,INPUT,Payment for goods,SAP,2026-01-21,2026-01-19,32002.91,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002201,26/01/2026,18/01/2026,2026-01,AUS01,5620,CC3100,Deloitte Touche,INV49345,PO4089,GBP,9191.41,GST-FREE,Payment for subscription,Oracle,2026-01-26,2026-01-18,9191.41,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002202,2026-01-06,2026-01-03,2026-01,AUS01,5800,CC2100,KPMG Australia,INV86382,,AUD,33181.63,GST-FREE,Payment for consulting,Oracle,2026-01-06,2026-01-03,33181.63,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002203,2026-01-10,2025-12-31,2026-01,AUS01,5220,CC1100,Oracle,INV57408,PO3699,AUD,37041.06,GST,Payment for subscription,Manual Entry,2026-01-10,2025-12-31,37041.06,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002204,05/19/2025,05/09/2025,2025-05,AUS01,5600,CC1000,Amazon,INV89663,PO2450,NZD,41635.78,EXPORT,Payment for goods,Oracle,2025-05-19,2025-09-05,41635.78,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002205,01/05/2026,12/31/2025,2026-01,AUS01,5410,CC1000,Google,INV36731,PO4821,AUD,42971.05,GST,Payment for subscription,API Import,2026-05-01,2025-12-31,42971.05,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002206,02/23/2026,02/15/2026,2026-02,AUS01,5020,CC2000,Workday,INV66035,PO2428,GBP,31166.51,EXPORT,Payment for goods,Manual Entry,2026-02-23,2026-02-15,31166.51,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002207,02/08/2026,02/05/2026,2026-02,AUS01,5100,CC1100,Zoom,INV36714,PO4666,AUD,34819.92,GST,Payment for services,SAP,2026-08-02,2026-05-02,34819.92,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002208,02/10/2026,02/01/2026,2026-02,AUS01,5010,CC1200,MSFT,INV49586,PO3585,AUD,26069.97,EXPORT,Payment for goods,SAP,2026-10-02,2026-01-02,26069.97,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002209,2025-08-27,2025-08-17,2025-08,AUS01,5920,CC4100,Microsoft,INV35191,PO4389,USD,3247.65,GST-FREE,Payment for services,Manual Entry,2025-08-27,2025-08-17,3247.65,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002210,05/01/2026,29/12/2025,2026-01,AUS01,5920,CC3100,Hays,INV73472,,AUD,44627.38,GST,Payment for goods,API Import,2026-01-05,2025-12-29,44627.38,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002211,2025-08-19,2025-08-09,2025-08,AUS01,5100,CC4000,Seek Limited,INV24681,,NZD,1705.84,GST,Payment for goods,Oracle,2025-08-19,2025-08-09,1705.84,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002212,01/02/2026,27/01/2026,2026-02,AUS01,5900,CC2100,Regus Australia,INV20041,,GBP,1348.94,EXPORT,Payment for license,Manual Entry,2026-02-01,2026-01-27,1348.94,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002213,25-02-2026,19-02-2026,2026-02,AUS01,5010,CC3200,LinkedIn Corp,INV56937,PO8524,NZD,33825.7,GST-FREE,Payment for goods,Oracle,2026-02-25,2026-02-19,33825.7,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002214,03-10-2025,29-09-2025,2025-10,AUS01,5100,CC3100,Amazon,INV22166,PO1898,USD,29829.95,GST,Payment for subscription,Manual Entry,2025-10-03,2025-09-29,29829.95,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002215,2025-04-28,2025-04-24,2025-04,AUS01,5810,CC4100,Federal Express,INV70510,,USD,2813.17,EXPORT,Payment for subscription,API Import,2025-04-28,2025-04-24,2813.17,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002216,02/20/2026,02/13/2026,2026-02,AUS01,5610,CC3100,DHL Express,INV42482,,USD,38772.23,GST-FREE,Payment for consulting,SAP,2026-02-20,2026-02-13,38772.23,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002217,01-02-2026,30-01-2026,2026-02,AUS01,5800,CC3000,AWS,INV45959,PO7895,AUD,26141.9,GST,Payment for goods,Oracle,2026-02-01,2026-01-30,26141.9,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002218,06/01/2026,01/01/2026,2026-01,AUS01,5200,CC1000,DHL Express,INV48424,,NZD,40040.9,EXPORT,Payment for license,API Import,2026-01-06,2026-01-01,40040.9,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002219,18/01/2026,08/01/2026,2026-01,AUS01,5620,CC1200,Accenture Pty,INV85729,PO3328,GBP,15143.91,GST,Payment for license,Workday,2026-01-18,2026-01-08,15143.91,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002220,18/08/2025,12/08/2025,2025-08,AUS01,5520,CC3000,PWC,INV37731,PO2873,NZD,14304.79,GST,Payment for license,Manual Entry,2025-08-18,2025-08-12,14304.79,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002221,2026-01-26,2026-01-22,2026-01,AUS01,5300,CC4000,Adobe,INV81801,PO4202,USD,19333.61,GST-FREE,Payment for consulting,API Import,2026-01-26,2026-01-22,19333.61,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002222,27/01/2025,24/01/2025,2025-01,AUS01,5210,CC4000,Amazon,INV63896,,AUD,11688.58,GST-FREE,Payment for subscription,API Import,2025-01-27,2025-01-24,11688.58,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002223,10-03-2025,03-03-2025,2025-03,AUS01,5900,CC2100,Telstra Corp,INV22879,PO9046,GBP,42473.48,INPUT,Payment for services,Oracle,2025-03-10,2025-03-03,42473.48,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002224,02-12-2025,28-11-2025,2025-12,AUS01,5100,CC3200,BCG,INV73017,PO2996,NZD,40072.74,EXPORT,Payment for subscription,Workday,2025-12-02,2025-11-28,40072.74,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002225,01/17/2026,01/16/2026,2026-01,AUS01,5510,CC1100,Atlassian Pty,INV58479,PO9913,NZD,11462.45,GST,Payment for services,Workday,2026-01-17,2026-01-16,11462.45,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002226,23/01/2026,16/01/2026,2026-01,AUS01,5020,CC1100,AusPost,INV60686,PO4248,GBP,5410.0,INPUT,Payment for consulting,SAP,2026-01-23,2026-01-16,5410.0,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002227,03/01/2026,27/12/2025,2026-01,AUS01,5800,CC1000,BCG,INV59687,PO5230,NZD,15356.35,INPUT,Payment for goods,Manual Entry,2026-01-03,2025-12-27,15356.35,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002228,17/03/2025,10/03/2025,2025-03,AUS01,5510,CC2100,ServiceNow Inc,INV13578,,GBP,20398.26,INPUT,Payment for subscription,Workday,2025-03-17,2025-03-10,20398.26,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002229,12/09/2025,11/29/2025,2025-12,AUS01,5320,CC3100,Telstra Corp,INV21302,,AUD,498.12,GST,Payment for consulting,Oracle,2025-09-12,2025-11-29,498.12,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002230,05-02-2026,02-02-2026,2026-02,AUS01,5210,CC4000,Federal Express,INV22974,PO8291,GBP,40828.66,GST-FREE,Payment for goods,Manual Entry,2026-02-05,2026-02-02,40828.66,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002231,26/06/2025,17/06/2025,2025-06,AUS01,5320,CC1000,McKinsey,INV43900,,GBP,1064.28,GST-FREE,Payment for license,API Import,2025-06-26,2025-06-17,1064.28,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002232,03-01-2026,28-12-2025,2026-01,AUS01,5010,CC4000,Atlassian Pty,INV12524,,AUD,8585.02,INPUT,Payment for license,Workday,2026-01-03,2025-12-28,8585.02,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002233,02/18/2026,02/14/2026,2026-02,AUS01,5920,CC3200,LinkedIn Corp,INV32638,PO6418,AUD,800.25,EXPORT,Payment for license,Workday,2026-02-18,2026-02-14,800.25,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002234,2026-01-23,2026-01-18,2026-01,AUS01,5900,CC1200,WeWork Australia,INV66065,PO5811,NZD,12900.26,EXPORT,Payment for goods,SAP,2026-01-23,2026-01-18,12900.26,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002235,24-07-2025,18-07-2025,2025-07,AUS01,5920,CC3100,Slack,INV11570,,GBP,15491.49,GST,Payment for services,Manual Entry,2025-07-24,2025-07-18,15491.49,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002236,05/07/2025,05/02/2025,2025-05,AUS01,5420,CC4100,KPMG Australia,INV51031,PO7705,NZD,26369.89,GST-FREE,Payment for goods,API Import,2025-07-05,2025-02-05,26369.89,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002237,08/02/2026,01/02/2026,2026-02,AUS01,5220,CC4000,Hays,INV16949,,AUD,30939.64,GST,Payment for services,Manual Entry,2026-02-08,2026-02-01,30939.64,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002238,2025-06-18,2025-06-15,2025-06,AUS01,5700,CC4100,KPMG Australia,INV41379,,NZD,20236.37,GST,Payment for subscription,API Import,2025-06-18,2025-06-15,20236.37,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002239,01/10/2026,01/08/2026,2026-01,AUS01,5710,CC2100,Oracle,INV29628,PO9877,USD,14170.73,INPUT,Payment for goods,Oracle,2026-10-01,2026-08-01,14170.73,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002240,16/01/2026,07/01/2026,2026-01,AUS01,5900,CC3200,WeWork Australia,INV96447,,GBP,29663.73,GST,Payment for goods,Manual Entry,2026-01-16,2026-01-07,29663.73,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002241,11-02-2026,06-02-2026,2026-02,AUS01,5620,CC3200,Seek Limited,INV77849,PO2060,AUD,37274.45,INPUT,Payment for license,Manual Entry,2026-02-11,2026-02-06,37274.45,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002242,10/02/2025,09/30/2025,2025-10,AUS01,5800,CC1000,Hays,INV25631,,AUD,5308.11,EXPORT,Payment for consulting,Workday,2025-02-10,2025-09-30,5308.11,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002243,09-02-2026,07-02-2026,2026-02,AUS01,5100,CC4100,Robert Half International,INV57610,PO3825,USD,2809.74,EXPORT,Payment for subscription,Manual Entry,2026-02-09,2026-02-07,2809.74,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002244,11/07/2025,11/04/2025,2025-11,AUS01,5210,CC3200,Seek Limited,INV70095,,NZD,25224.6,EXPORT,Payment for consulting,API Import,2025-07-11,2025-04-11,25224.6,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002245,2025-08-18,2025-08-15,2025-08,AUS01,5310,CC2000,Oracle,INV21343,PO1504,NZD,41920.82,GST-FREE,Payment for license,Oracle,2025-08-18,2025-08-15,41920.82,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002246,25/02/2026,18/02/2026,2026-02,AUS01,5500,CC4100,MSFT,INV12559,,GBP,29996.41,EXPORT,Payment for consulting,Workday,2026-02-25,2026-02-18,29996.41,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002247,24/01/2026,15/01/2026,2026-01,AUS01,5200,CC4100,Regus Australia,INV62757,PO9677,GBP,2936.66,INPUT,Payment for goods,SAP,2026-01-24,2026-01-15,2936.66,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002248,2026-02-25,2026-02-24,2026-02,AUS01,5200,CC3200,AWS,INV73886,PO1995,AUD,20171.11,GST-FREE,Payment for license,API Import,2026-02-25,2026-02-24,20171.11,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002249,25-02-2026,18-02-2026,2026-02,AUS01,5810,CC4100,ServiceNow Inc,INV84794,PO9435,USD,1742.64,GST,Payment for goods,Workday,2026-02-25,2026-02-18,1742.64,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002250,01/17/2026,01/07/2026,2026-01,AUS01,5110,CC3100,Hays,INV99668,,NZD,24383.04,EXPORT,Payment for consulting,Workday,2026-01-17,2026-07-01,24383.04,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002251,02-02-2026,28-01-2026,2026-02,AUS01,5700,CC2100,BCG,INV65976,PO6905,GBP,14318.13,GST-FREE,Payment for subscription,SAP,2026-02-02,2026-01-28,14318.13,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002252,25/12/2025,16/12/2025,2025-12,AUS01,5100,CC3200,PWC,INV10457,PO1661,GBP,21500.64,INPUT,Payment for goods,Workday,2025-12-25,2025-12-16,21500.64,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002253,11/01/2026,08/01/2026,2026-01,AUS01,5010,CC1200,Telstra Corp,INV17647,,USD,17934.37,GST-FREE,Payment for consulting,Workday,2026-01-11,2026-01-08,17934.37,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002254,12/01/2026,06/01/2026,2026-01,AUS01,5420,CC2000,Accenture Pty,INV70482,PO5225,AUD,27569.26,GST,Payment for services,Manual Entry,2026-01-12,2026-01-06,27569.26,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002255,01/08/2026,01/06/2026,2026-01,AUS01,5410,CC4000,BCG,INV70946,PO8841,USD,29163.6,INPUT,Payment for subscription,SAP,2026-08-01,2026-06-01,29163.6,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002256,03/05/2025,02/24/2025,2025-03,AUS01,5200,CC3200,Amazon,INV37517,PO7687,AUD,32433.47,INPUT,Payment for license,Oracle,2025-05-03,2025-02-24,32433.47,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002257,07/01/2026,30/12/2025,2026-01,AUS01,5410,CC2000,Workday,INV62461,,NZD,5915.38,INPUT,Payment for license,Oracle,2026-01-07,2025-12-30,5915.38,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002258,15/01/2026,11/01/2026,2026-01,AUS01,5500,CC1200,Oracle,INV23370,,NZD,33816.09,GST-FREE,Payment for goods,Manual Entry,2026-01-15,2026-01-11,33816.09,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002259,2025-08-27,2025-08-26,2025-08,AUS01,5520,CC4100,EY Australia,INV14460,,USD,29508.6,INPUT,Payment for consulting,SAP,2025-08-27,2025-08-26,29508.6,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002260,09/12/2025,05/12/2025,2025-12,AUS01,5210,CC2000,Atlassian Pty,INV62248,PO2351,USD,24048.54,INPUT,Payment for goods,Workday,2025-12-09,2025-12-05,24048.54,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002261,21-01-2026,12-01-2026,2026-01,AUS01,5620,CC1000,PWC,INV87652,PO7089,GBP,9938.51,GST,Payment for services,Manual Entry,2026-01-21,2026-01-12,9938.51,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002262,14-01-2026,05-01-2026,2026-01,AUS01,5000,CC3100,KPMG Australia,INV50260,PO3360,NZD,38002.36,INPUT,Payment for services,Workday,2026-01-14,2026-01-05,38002.36,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002263,16/01/2026,08/01/2026,2026-01,AUS01,5610,CC1200,Telstra Corp,INV29066,PO8377,NZD,1452.27,GST-FREE,Payment for goods,API Import,2026-01-16,2026-01-08,1452.27,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002264,02/14/2026,02/04/2026,2026-02,AUS01,5200,CC2100,Slack,INV38960,PO8679,USD,28641.1,GST,Payment for license,Oracle,2026-02-14,2026-04-02,28641.1,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002265,22/02/2026,20/02/2026,2026-02,AUS01,5710,CC3000,Amazon,INV86238,PO7891,USD,7507.64,INPUT,Payment for subscription,Workday,2026-02-22,2026-02-20,7507.64,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002266,2026-02-25,2026-02-24,2026-02,AUS01,5110,CC3000,AWS,INV93610,PO1603,GBP,19672.44,EXPORT,Payment for consulting,Manual Entry,2026-02-25,2026-02-24,19672.44,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN002267,01/08/2026,12/31/2025,2026-01,AUS01,5410,CC3200,Google,INV42324,,NZD,37314.83,EXPORT,Payment for license,Workday,2026-08-01,2025-12-31,37314.83,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
