transaction_id,posting_date_raw,posting_date,invoice_date_raw,invoice_date,fiscal_period,fiscal_year,fiscal_month,entity_code,account_code_raw,cost_center_raw,vendor_name_raw,invoice_number,po_number,currency_code,amount_raw,amount,amount_is_negative,tax_code,narrative,source_system,processing_timestamp,data_quality_score,anomaly_count
TXN002310,2026-02-14,2026-02-14,2026-02-08,2026-02-08,2026-02,2026,02,AUS01,5610,CC4100,ServiceNow Inc,INV29585,,NZD,29908.29,29908.29,False,GST-FREE,Payment for services,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002311,2025-10-20,2025-10-20,2025-10-17,2025-10-17,2025-10,2025,10,AUS01,5600,CC2100,Deloitte Touche,INV93974,PO5604,USD,32676.63,32676.63,False,INPUT,Payment for services,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002312,26-05-2025,2025-05-26,17-05-2025,2025-05-17,2025-05,2025,05,AUS01,5210,CC2100,SAP,INV87560,PO3476,GBP,39430.19,39430.19,False,EXPORT,Payment for subscription,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002313,25/01/2026,2026-01-25,23/01/2026,2026-01-23,2026-01,2026,01,AUS01,5100,CC3100,Zoom,INV91619,PO9471,USD,4263.56,4263.56,False,EXPORT,Payment for services,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002314,2026-01-04,2026-01-04,2026-01-03,2026-01-03,2026-01,2026,01,AUS01,5900,CC4100,Federal Express,INV63529,PO8588,USD,38782.04,38782.04,False,GST-FREE,Payment for license,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002315,25-02-2026,2026-02-25,21-02-2026,2026-02-21,2026-02,2026,02,AUS01,5700,CC3000,Regus Australia,INV55459,PO7832,GBP,20379.47,20379.47,False,INPUT,Payment for goods,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002316,17/02/2026,2026-02-17,13/02/2026,2026-02-13,2026-02,2026,02,AUS01,5800,CC3200,Zoom,INV26811,PO4319,NZD,14055.66,14055.66,False,GST-FREE,Payment for subscription,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002317,03-02-2026,2026-02-03,25-01-2026,2026-01-25,2026-02,2026,02,AUS01,5700,CC4000,Oracle,INV42999,PO4774,AUD,14967.23,14967.23,False,GST-FREE,Payment for license,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002318,06-11-2025,2025-11-06,03-11-2025,2025-11-03,2025-11,2025,11,AUS01,5000,CC2100,Optus Pty,INV59658,PO9720,GBP,21329.4,21329.4,False,EXPORT,Payment for goods,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002319,18-02-2026,2026-02-18,13-02-2026,2026-02-13,2026-02,2026,02,AUS01,5310,CC4000,Optus Pty,INV17289,PO6134,AUD,32560.86,32560.86,False,GST-FREE,Payment for goods,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002320,22/01/2026,2026-01-22,15/01/2026,2026-01-15,2026-01,2026,01,AUS01,5520,CC3000,SAP,INV61921,,AUD,16776.66,16776.66,False,GST-FREE,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002321,02/27/2026,2026-02-27,02/25/2026,2026-02-25,2026-02,2026,02,AUS01,5220,CC2100,ServiceNow Inc,INV11995,PO2337,AUD,28637.11,28637.11,False,GST,Payment for subscription,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002322,12/01/2026,2026-01-12,02/01/2026,2026-01-02,2026-01,2026,01,AUS01,5900,CC4100,Federal Express,INV50879,,NZD,15928.47,15928.47,False,EXPORT,Payment for goods,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002323,03-01-2026,2026-01-03,01-01-2026,2026-01-01,2026-01,2026,01,AUS01,5900,CC1100,Regus Australia,INV46258,PO8387,USD,10295.96,10295.96,False,GST-FREE,Payment for goods,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002324,14-02-2026,2026-02-14,13-02-2026,2026-02-13,2026-02,2026,02,AUS01,5020,CC1000,Microsoft,INV39659,,USD,35652.87,35652.87,False,INPUT,Payment for license,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002325,03/16/2025,2025-03-16,03/07/2025,2025-07-03,2025-03,2025,03,AUS01,5710,CC3000,AusPost,INV72411,PO1879,AUD,33041.41,33041.41,False,GST,Payment for goods,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002326,12/01/2026,2026-01-12,04/01/2026,2026-01-04,2026-01,2026,01,AUS01,5610,CC2100,Workday,INV77498,,GBP,19726.01,19726.01,False,GST-FREE,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002327,2025-10-28,2025-10-28,2025-10-24,2025-10-24,2025-10,2025,10,AUS01,5200,CC1100,Adobe,INV44608,PO8192,USD,8461.13,8461.13,False,INPUT,Payment for services,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002328,15/12/2025,2025-12-15,13/12/2025,2025-12-13,2025-12,2025,12,AUS01,5300,CC4000,Workday,INV70271,PO9132,GBP,25045.34,25045.34,False,INPUT,Payment for subscription,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002329,2026-02-15,2026-02-15,2026-02-11,2026-02-11,2026-02,2026,02,AUS01,5400,CC3100,AusPost,INV98107,PO7187,NZD,18159.53,18159.53,False,GST,Payment for goods,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002330,28/12/2025,2025-12-28,26/12/2025,2025-12-26,2025-12,2025,12,AUS01,5920,CC1200,Slack,INV75987,PO9801,AUD,26188.18,26188.18,False,GST-FREE,Payment for goods,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002331,02/18/2026,2026-02-18,02/10/2026,2026-10-02,2026-02,2026,02,AUS01,5110,CC3100,Deloitte Touche,INV11454,PO6900,USD,26981.48,26981.48,False,GST-FREE,Payment for license,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002332,19/02/2026,2026-02-19,18/02/2026,2026-02-18,2026-02,2026,02,AUS01,5400,CC3100,DHL Express,INV40357,,AUD,39946.25,39946.25,False,INPUT,Payment for goods,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002333,01/21/2026,2026-01-21,01/17/2026,2026-01-17,2026-01,2026,01,AUS01,5310,CC4000,PWC,INV66753,PO3523,AUD,5149.68,5149.68,False,INPUT,Payment for subscription,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002334,2026-01-04,2026-01-04,2025-12-28,2025-12-28,2026-01,2026,01,AUS01,5800,CC2000,LinkedIn Corp,INV50229,PO4694,AUD,21375.4,21375.4,False,GST,Payment for consulting,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002335,2026-02-21,2026-02-21,2026-02-19,2026-02-19,2026-02,2026,02,AUS01,5710,CC3100,BCG,INV85067,PO3734,NZD,41664.66,41664.66,False,INPUT,Payment for services,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002336,08-01-2026,2026-01-08,29-12-2025,2025-12-29,2026-01,2026,01,AUS01,5810,CC2000,GCP,INV35352,PO7453,USD,34361.5,34361.5,False,EXPORT,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002337,16/01/2026,2026-01-16,08/01/2026,2026-01-08,2026-01,2026,01,AUS01,5400,CC3200,Telstra Corp,INV84443,,GBP,21483.22,21483.22,False,INPUT,Payment for license,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002338,03/03/2025,2025-03-03,26/02/2025,2025-02-26,2025-03,2025,03,AUS01,5020,CC3200,Deloitte Touche,INV82797,,AUD,26358.61,26358.61,False,GST-FREE,Payment for license,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002339,08/26/2025,2025-08-26,08/23/2025,2025-08-23,2025-08,2025,08,AUS01,5410,CC3200,Slack,INV99073,PO7652,USD,9101.73,9101.73,False,GST,Payment for services,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002340,2026-01-28,2026-01-28,2026-01-27,2026-01-27,2026-01,2026,01,AUS01,5100,CC1100,Google,INV50363,PO1003,USD,27479.55,27479.55,False,INPUT,Payment for subscription,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002341,06/01/2026,2026-01-06,30/12/2025,2025-12-30,2026-01,2026,01,AUS01,5220,CC3200,Adobe,INV21407,,AUD,11843.53,11843.53,False,GST,Payment for license,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002342,04-02-2025,2025-02-04,30-01-2025,2025-01-30,2025-02,2025,02,AUS01,5910,CC3200,Amazon,INV54908,PO8884,NZD,37782.13,37782.13,False,GST,Payment for goods,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002343,2026-02-22,2026-02-22,2026-02-15,2026-02-15,2026-02,2026,02,AUS01,5420,CC4100,Federal Express,INV69256,,GBP,30017.17,30017.17,False,EXPORT,Payment for services,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002344,22-01-2026,2026-01-22,20-01-2026,2026-01-20,2026-01,2026,01,AUS01,5010,CC1200,SAP,INV39323,PO1936,GBP,8236.07,8236.07,False,INPUT,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002345,26-02-2026,2026-02-26,16-02-2026,2026-02-16,2026-02,2026,02,AUS01,5600,CC3200,Adobe,INV23573,PO6964,NZD,41011.6,41011.6,False,EXPORT,Payment for subscription,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002346,20/02/2026,2026-02-20,17/02/2026,2026-02-17,2026-02,2026,02,AUS01,5810,CC3200,LinkedIn Corp,INV50403,PO2570,AUD,5422.67,5422.67,False,INPUT,Payment for consulting,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002347,07/02/2026,2026-02-07,31/01/2026,2026-01-31,2026-02,2026,02,AUS01,5000,CC4100,Telstra Corp,INV18236,,NZD,18342.91,18342.91,False,EXPORT,Payment for license,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002348,22-02-2026,2026-02-22,18-02-2026,2026-02-18,2026-02,2026,02,AUS01,5320,CC4000,Federal Express,INV37857,PO4187,GBP,38803.46,38803.46,False,INPUT,Payment for consulting,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002349,09-02-2026,2026-02-09,08-02-2026,2026-02-08,2026-02,2026,02,AUS01,5120,CC3100,SAP,INV96226,PO6745,USD,22101.1,22101.1,False,EXPORT,Payment for license,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002350,01/26/2026,2026-01-26,01/20/2026,2026-01-20,2026-01,2026,01,AUS01,5510,CC3200,Federal Express,INV68014,PO6715,GBP,27894.02,27894.02,False,INPUT,Payment for subscription,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002351,09-01-2026,2026-01-09,04-01-2026,2026-01-04,2026-01,2026,01,AUS01,5920,CC3000,Microsoft,INV41632,PO3779,USD,11468.13,11468.13,False,INPUT,Payment for license,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002352,02/18/2026,2026-02-18,02/09/2026,2026-09-02,2026-02,2026,02,AUS01,5610,CC3100,McKinsey,INV53616,PO4883,USD,28911.56,28911.56,False,INPUT,Payment for consulting,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002353,2025-11-09,2025-11-09,2025-11-01,2025-11-01,2025-11,2025,11,AUS01,5510,CC1000,Regus Australia,INV79950,PO7601,USD,23991.1,23991.1,False,GST-FREE,Payment for license,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002354,2026-02-06,2026-02-06,2026-02-02,2026-02-02,2026-02,2026,02,AUS01,5410,CC4100,Federal Express,INV46267,PO1478,NZD,43923.2,43923.2,False,GST,Payment for consulting,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002355,15/02/2026,2026-02-15,14/02/2026,2026-02-14,2026-02,2026,02,AUS01,5900,CC2100,Google,INV38629,,NZD,158.73,158.73,False,EXPORT,Payment for subscription,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002356,2026-01-11,2026-01-11,2026-01-10,2026-01-10,2026-01,2026,01,AUS01,5900,CC1200,AusPost,INV92790,PO4374,NZD,23291.99,23291.99,False,EXPORT,Payment for goods,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002357,13-02-2026,2026-02-13,08-02-2026,2026-02-08,2026-02,2026,02,AUS01,5620,CC3100,PWC,INV42458,,GBP,38883.23,38883.23,False,GST,Payment for goods,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002358,07-01-2026,2026-01-07,02-01-2026,2026-01-02,2026-01,2026,01,AUS01,5100,CC3000,Zoom,INV19150,,AUD,31921.18,31921.18,False,INPUT,Payment for services,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002359,06-01-2026,2026-01-06,30-12-2025,2025-12-30,2026-01,2026,01,AUS01,5010,CC3200,Atlassian Pty,INV77862,,NZD,5262.81,5262.81,False,INPUT,Payment for consulting,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002360,19-02-2026,2026-02-19,15-02-2026,2026-02-15,2026-02,2026,02,AUS01,5510,CC2000,Accenture Pty,INV42979,,AUD,19277.52,19277.52,False,INPUT,Payment for subscription,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002361,02/28/2026,2026-02-28,02/23/2026,2026-02-23,2026-02,2026,02,AUS01,5710,CC3200,Workday,INV97645,PO4005,NZD,1129.42,1129.42,False,INPUT,Payment for consulting,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002362,06-11-2025,2025-11-06,05-11-2025,2025-11-05,2025-11,2025,11,AUS01,5800,CC3100,Seek Limited,INV17924,PO9876,NZD,19528.82,19528.82,False,EXPORT,Payment for services,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002363,20/02/2026,2026-02-20,16/02/2026,2026-02-16,2026-02,2026,02,AUS01,5800,CC3100,GCP,INV34589,PO5154,USD,25692.34,25692.34,False,GST-FREE,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002364,02/21/2026,2026-02-21,02/19/2026,2026-02-19,2026-02,2026,02,AUS01,5710,CC2000,Accenture Pty,INV11177,PO9274,GBP,18564.04,18564.04,False,EXPORT,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002365,2025-01-19,2025-01-19,2025-01-18,2025-01-18,2025-01,2025,01,AUS01,5620,CC3100,Regus Australia,INV45039,,AUD,39901.5,39901.5,False,EXPORT,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002366,17/01/2026,2026-01-17,08/01/2026,2026-01-08,2026-01,2026,01,AUS01,5700,CC2100,Optus Pty,INV11393,,NZD,23101.84,23101.84,False,GST-FREE,Payment for license,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002367,15/02/2026,2026-02-15,08/02/2026,2026-02-08,2026-02,2026,02,AUS01,5920,CC3000,KPMG Australia,INV91289,,AUD,39072.15,39072.15,False,INPUT,Payment for goods,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002368,2026-02-02,2026-02-02,2026-01-29,2026-01-29,2026-02,2026,02,AUS01,5100,CC3200,Robert Half International,INV43597,,USD,35654.54,35654.54,False,EXPORT,Payment for services,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002369,02/16/2026,2026-02-16,02/06/2026,2026-06-02,2026-02,2026,02,AUS01,5510,CC2100,Deloitte Touche,INV87021,,NZD,40005.21,40005.21,False,INPUT,Payment for goods,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002370,2026-01-21,2026-01-21,2026-01-13,2026-01-13,2026-01,2026,01,AUS01,5620,CC3000,Telstra Corp,INV30252,PO1886,AUD,38028.9,38028.9,False,INPUT,Payment for services,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002371,06/01/2026,2026-01-06,05/01/2026,2026-01-05,2026-01,2026,01,AUS01,5110,CC4100,DHL Express,INV88695,PO3705,GBP,8892.93,8892.93,False,GST,Payment for goods,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002372,28-01-2026,2026-01-28,22-01-2026,2026-01-22,2026-01,2026,01,AUS01,5220,CC1000,Accenture Pty,INV56297,,AUD,19863.49,19863.49,False,GST,Payment for services,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002373,22-02-2026,2026-02-22,18-02-2026,2026-02-18,2026-02,2026,02,AUS01,5120,CC1000,Atlassian Pty,INV38180,,USD,39000.54,39000.54,False,INPUT,Payment for subscription,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002374,01/01/2026,2026-01-01,12/29/2025,2025-12-29,2026-01,2026,01,AUS01,5200,CC1100,Slack,INV77787,,AUD,34137.05,34137.05,False,EXPORT,Payment for services,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002375,2026-01-17,2026-01-17,2026-01-16,2026-01-16,2026-01,2026,01,AUS01,5600,CC2000,MSFT,INV68757,,NZD,13449.75,13449.75,False,INPUT,Payment for license,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002376,15-02-2026,2026-02-15,05-02-2026,2026-02-05,2026-02,2026,02,AUS01,5420,CC2000,Zoom,INV93635,PO4878,NZD,37413.14,37413.14,False,INPUT,Payment for license,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002377,2025-02-12,2025-02-12,2025-02-03,2025-02-03,2025-02,2025,02,AUS01,5120,CC3200,Zoom,INV67224,PO3154,USD,34434.53,34434.53,False,GST-FREE,Payment for license,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002378,2025-09-28,2025-09-28,2025-09-19,2025-09-19,2025-09,2025,09,AUS01,5310,CC1200,Regus Australia,INV79188,PO2298,NZD,29128.81,29128.81,False,EXPORT,Payment for subscription,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002379,2025-09-19,2025-09-19,2025-09-15,2025-09-15,2025-09,2025,09,AUS01,5010,CC4000,Atlassian Pty,INV49758,,GBP,32784.09,32784.09,False,INPUT,Payment for license,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002380,2026-01-13,2026-01-13,2026-01-07,2026-01-07,2026-01,2026,01,AUS01,5000,CC2100,Robert Half International,INV52642,PO9362,NZD,26375.64,26375.64,False,GST,Payment for license,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002381,01/21/2026,2026-01-21,01/16/2026,2026-01-16,2026-01,2026,01,AUS01,5410,CC2100,Microsoft,INV68146,PO7766,USD,41293.51,41293.51,False,GST,Payment for license,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002382,02/12/2026,2026-12-02,02/02/2026,2026-02-02,2026-02,2026,02,AUS01,5710,CC2000,Regus Australia,INV18126,PO3197,NZD,22922.83,22922.83,False,GST,Payment for goods,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,1
TXN002383,02/15/2026,2026-02-15,02/10/2026,2026-10-02,2026-02,2026,02,AUS01,5420,CC3200,Hays,INV58488,,GBP,12290.77,12290.77,False,GST-FREE,Payment for services,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002384,07-02-2026,2026-02-07,04-02-2026,2026-02-04,2026-02,2026,02,AUS01,5920,CC2100,Accenture Pty,INV12231,PO5669,GBP,26866.47,26866.47,False,GST,Payment for subscription,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002385,01/20/2026,2026-01-20,01/11/2026,2026-11-01,2026-01,2026,01,AUS01,5910,CC2100,AusPost,INV67196,PO4235,GBP,40347.83,40347.83,False,GST,Payment for license,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002386,26-01-2026,2026-01-26,18-01-2026,2026-01-18,2026-01,2026,01,AUS01,5100,CC1200,BCG,INV13915,PO8379,NZD,26416.94,26416.94,False,INPUT,Payment for consulting,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002387,2026-02-09,2026-02-09,2026-02-02,2026-02-02,2026-02,2026,02,AUS01,5300,CC1100,Zoom,INV62075,PO2028,USD,22137.78,22137.78,False,EXPORT,Payment for subscription,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002388,04/01/2026,2026-01-04,30/12/2025,2025-12-30,2026-01,2026,01,AUS01,5100,CC3200,MSFT,INV54091,PO5747,AUD,15320.42,15320.42,False,INPUT,Payment for subscription,Workday,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002389,01/20/2026,2026-01-20,01/14/2026,2026-01-14,2026-01,2026,01,AUS01,5410,CC1200,Atlassian Pty,INV36678,PO8924,GBP,44645.41,44645.41,False,GST-FREE,Payment for consulting,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002390,2026-02-17,2026-02-17,2026-02-08,2026-02-08,2026-02,2026,02,AUS01,5910,CC4100,WeWork Australia,INV13928,PO1832,AUD,13638.35,13638.35,False,GST,Payment for subscription,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002391,03-02-2026,2026-02-03,01-02-2026,2026-02-01,2026-02,2026,02,AUS01,5320,CC3000,Seek Limited,INV92017,PO8484,NZD,34491.55,34491.55,False,GST,Payment for license,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002392,08-04-2025,2025-04-08,30-03-2025,2025-03-30,2025-04,2025,04,AUS01,5400,CC1000,Accenture Pty,INV14724,PO9481,AUD,30103.51,30103.51,False,EXPORT,Payment for license,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002393,2026-02-12,2026-02-12,2026-02-10,2026-02-10,2026-02,2026,02,AUS01,5010,CC3000,Regus Australia,INV24159,PO4352,USD,26915.06,26915.06,False,GST,Payment for goods,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002394,06-02-2026,2026-02-06,01-02-2026,2026-02-01,2026-02,2026,02,AUS01,5010,CC1000,SAP,INV41849,PO1697,USD,31871.91,31871.91,False,EXPORT,Payment for goods,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002395,22/01/2025,2025-01-22,13/01/2025,2025-01-13,2025-01,2025,01,AUS01,5520,CC3200,Adobe,INV79233,,AUD,25225.94,25225.94,False,GST-FREE,Payment for consulting,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002396,04-02-2026,2026-02-04,27-01-2026,2026-01-27,2026-02,2026,02,AUS01,5410,CC3100,Accenture Pty,INV11035,PO5898,NZD,39642.45,39642.45,False,GST-FREE,Payment for license,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002397,01/06/2026,2026-06-01,01/03/2026,2026-03-01,2026-01,2026,01,AUS01,5800,CC3100,Telstra Corp,INV64136,PO1491,NZD,21684.99,21684.99,False,GST-FREE,Payment for subscription,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,1
TXN002398,21/01/2026,2026-01-21,18/01/2026,2026-01-18,2026-01,2026,01,AUS01,5810,CC3200,Telstra Corp,INV77932,,GBP,10858.84,10858.84,False,INPUT,Payment for license,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002399,10/15/2025,2025-10-15,10/10/2025,2025-10-10,2025-10,2025,10,AUS01,5610,CC4100,Adobe,INV96999,,NZD,17528.85,17528.85,False,EXPORT,Payment for subscription,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002400,27/02/2026,2026-02-27,17/02/2026,2026-02-17,2026-02,2026,02,AUS01,5610,CC3000,Accenture Pty,INV67299,PO3362,AUD,36485.78,36485.78,False,INPUT,Payment for goods,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002401,2025-08-09,2025-08-09,2025-08-06,2025-08-06,2025-08,2025,08,AUS01,5620,CC3100,AWS,INV61180,PO9509,GBP,12145.28,12145.28,False,EXPORT,Payment for services,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002402,22/01/2026,2026-01-22,19/01/2026,2026-01-19,2026-01,2026,01,AUS01,5600,CC1200,Accenture Pty,INV28005,,USD,12056.41,12056.41,False,EXPORT,Payment for services,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002403,15/02/2026,2026-02-15,11/02/2026,2026-02-11,2026-02,2026,02,AUS01,5500,CC4000,PWC,INV36706,PO9059,AUD,44158.06,44158.06,False,GST,Payment for subscription,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002404,11-02-2026,2026-02-11,02-02-2026,2026-02-02,2026-02,2026,02,AUS01,5210,CC1000,Deloitte Touche,INV99979,PO6333,NZD,14820.82,14820.82,False,EXPORT,Payment for consulting,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002405,01/21/2026,2026-01-21,01/13/2026,2026-01-13,2026-01,2026,01,AUS01,5510,CC3100,AWS,INV18795,PO3158,AUD,39912.49,39912.49,False,INPUT,Payment for consulting,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002406,21-02-2026,2026-02-21,16-02-2026,2026-02-16,2026-02,2026,02,AUS01,5620,CC2100,Deloitte Touche,INV31706,PO7023,USD,43568.37,43568.37,False,GST-FREE,Payment for consulting,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002407,09-01-2026,2026-01-09,03-01-2026,2026-01-03,2026-01,2026,01,AUS01,5200,CC2100,Deloitte Touche,INV29782,,USD,1999.76,1999.76,False,INPUT,Payment for license,Manual Entry,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002408,02/15/2025,2025-02-15,02/07/2025,2025-07-02,2025-02,2025,02,AUS01,5710,CC1100,Regus Australia,INV20855,PO2518,USD,2376.84,2376.84,False,INPUT,Payment for license,API Import,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002409,2025-04-12,2025-04-12,2025-04-06,2025-04-06,2025-04,2025,04,AUS01,5410,CC3000,GCP,INV16509,PO5310,USD,10148.53,10148.53,False,INPUT,Payment for goods,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002410,27/07/2025,2025-07-27,17/07/2025,2025-07-17,2025-07,2025,07,AUS01,5510,CC3200,Telstra Corp,INV34401,PO1780,GBP,31988.77,31988.77,False,GST-FREE,Payment for subscription,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002411,07/01/2025,2025-01-07,29/12/2024,2024-12-29,2025-01,2025,01,AUS01,5100,CC1000,DHL Express,INV74364,,AUD,41412.17,41412.17,False,GST,Payment for subscription,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002412,2026-01-05,2026-01-05,2025-12-27,2025-12-27,2026-01,2026,01,AUS01,5220,CC3000,LinkedIn Corp,INV57428,PO1342,NZD,26159.01,26159.01,False,EXPORT,Payment for subscription,Oracle,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002413,2026-01-16,2026-01-16,2026-01-13,2026-01-13,2026-01,2026,01,AUS01,5320,CC4100,Telstra Corp,INV38255,PO9254,AUD,43090.78,43090.78,False,INPUT,Payment for goods,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
TXN002414,2025-07-10,2025-07-10,2025-07-02,2025-07-02,2025-07,2025,07,AUS01,5500,CC3000,Atlassian Pty,INV11420,PO3509,USD,1902.67,1902.67,False,GST,Payment for goods,SAP,2026-02-22 23:27:14.356841,83.92156862745098,0
