transaction_id,rule_id,rule_name,severity,description,amount,vendor,account
TXN000183,EX002,Rule 2,MEDIUM,Rule 2,57813.4946,Slack,5920
TXN000184,EX002,Rule 2,MEDIUM,Rule 2,10861.91012,Telstra Corp,5220
TXN000185,EX002,Rule 2,MEDIUM,Rule 2,22178.31,Optus Pty,5120
TXN000186,EX002,Rule 2,MEDIUM,Rule 2,62992.97385,GCP,5610
TXN000187,EX002,Rule 2,MEDIUM,Rule 2,41986.93,Zoom,5500
TXN000188,EX002,Rule 2,MEDIUM,Rule 2,38511.78343,Hays,5710
TXN000189,EX002,Rule 2,MEDIUM,Rule 2,5045.61568,EY Australia,5700
TXN000190,EX002,Rule 2,MEDIUM,Rule 2,58253.94072,Microsoft,5120
TXN000191,EX002,Rule 2,MEDIUM,Rule 2,1885.5601399999998,Microsoft,5110
TXN000192,EX002,Rule 2,MEDIUM,Rule 2,15263.57,BCG,5010
TXN000193,EX002,Rule 2,MEDIUM,Rule 2,33122.14,Salesforce,5210
TXN000194,EX002,Rule 2,MEDIUM,Rule 2,34493.935865,MSFT,5120
TXN000195,EX002,Rule 2,MEDIUM,Rule 2,29807.318049999998,SAP,5900
TXN000196,EX002,Rule 2,MEDIUM,Rule 2,23125.283,Microsoft,5810
TXN000197,EX002,Rule 2,MEDIUM,Rule 2,63327.5016,Optus Pty,5120
TXN000198,EX002,Rule 2,MEDIUM,Rule 2,424.36,Google,5500
TXN000199,EX002,Rule 2,MEDIUM,Rule 2,36363.41055,PWC,5110
TXN000200,EX002,Rule 2,MEDIUM,Rule 2,13257.70524,AWS,5410
TXN000201,EX002,Rule 2,MEDIUM,Rule 2,47134.580879999994,Atlassian Pty,5010
TXN000202,EX002,Rule 2,MEDIUM,Rule 2,25960.70746,Deloitte Touche,5200
TXN000203,EX002,Rule 2,MEDIUM,Rule 2,40289.05,Atlassian Pty,5500
TXN000204,EX002,Rule 2,MEDIUM,Rule 2,76632.01030000001,Accenture Pty,5210
TXN000205,EX002,Rule 2,MEDIUM,Rule 2,26673.97325,LinkedIn Corp,5200
TXN000206,EX002,Rule 2,MEDIUM,Rule 2,5799.12452,MSFT,5710
TXN000207,EX002,Rule 2,MEDIUM,Rule 2,18585.16,ServiceNow Inc,5120
TXN000208,EX002,Rule 2,MEDIUM,Rule 2,61217.83099999999,Telstra Corp,5210
TXN000209,EX002,Rule 2,MEDIUM,Rule 2,20414.62,Seek Limited,5510
TXN000210,EX002,Rule 2,MEDIUM,Rule 2,21642.25,Google,5210
TXN000211,EX002,Rule 2,MEDIUM,Rule 2,61761.7296,Regus Australia,5120
TXN000212,EX002,Rule 2,MEDIUM,Rule 2,27958.44,Workday,5810
TXN000213,EX002,Rule 2,MEDIUM,Rule 2,7435.5528300000005,Regus Australia,5610
TXN000214,EX002,Rule 2,MEDIUM,Rule 2,22095.46575,Workday,5800
TXN000215,EX002,Rule 2,MEDIUM,Rule 2,62311.79084,Atlassian Pty,5500
TXN000216,EX002,Rule 2,MEDIUM,Rule 2,7498.0,Salesforce,5120
TXN000217,EX002,Rule 2,MEDIUM,Rule 2,39157.3206,WeWork Australia,5110
TXN000218,EX002,Rule 2,MEDIUM,Rule 2,52092.90952,McKinsey,5600
TXN000219,EX002,Rule 2,MEDIUM,Rule 2,6760.39,KPMG Australia,5500
TXN000220,EX002,Rule 2,MEDIUM,Rule 2,44720.41,Atlassian Pty,5120
TXN000221,EX002,Rule 2,MEDIUM,Rule 2,47536.03953,Regus Australia,5320
TXN000222,EX002,Rule 2,MEDIUM,Rule 2,27134.543125,AWS,5310
TXN000223,EX002,Rule 2,MEDIUM,Rule 2,1130.81424,Atlassian Pty,5010
TXN000224,EX002,Rule 2,MEDIUM,Rule 2,1698.68061,PWC,5510
TXN000225,EX002,Rule 2,MEDIUM,Rule 2,40889.27,Robert Half International,5610
TXN000226,EX002,Rule 2,MEDIUM,Rule 2,41065.421135,WeWork Australia,5300
TXN000227,EX002,Rule 2,MEDIUM,Rule 2,57437.29569,AusPost,5800
TXN000228,EX002,Rule 2,MEDIUM,Rule 2,18484.78,Google,5810
TXN000229,EX002,Rule 2,MEDIUM,Rule 2,23308.216105,Federal Express,5120
TXN000230,EX002,Rule 2,MEDIUM,Rule 2,18138.655,AWS,5000
TXN000231,EX002,Rule 2,MEDIUM,Rule 2,87567.04135000001,PWC,5100
TXN000232,EX002,Rule 2,MEDIUM,Rule 2,21471.42889,Atlassian Pty,5710
TXN000233,EX002,Rule 2,MEDIUM,Rule 2,15092.522,MSFT,5320
TXN000234,EX002,Rule 2,MEDIUM,Rule 2,36602.1564,Adobe,5810
TXN000235,EX002,Rule 2,MEDIUM,Rule 2,32631.211335,KPMG Australia,5000
TXN000236,EX002,Rule 2,MEDIUM,Rule 2,40617.19730000001,Atlassian Pty,5900
TXN000237,EX002,Rule 2,MEDIUM,Rule 2,48824.72556,BCG,5910
TXN000238,EX002,Rule 2,MEDIUM,Rule 2,3590.31,Telstra Corp,5110
TXN000239,EX002,Rule 2,MEDIUM,Rule 2,3074.51,Deloitte Touche,5100
TXN000240,EX002,Rule 2,MEDIUM,Rule 2,14831.782760000002,PWC,5020
TXN000241,EX002,Rule 2,MEDIUM,Rule 2,41598.02,AWS,5300
TXN000242,EX002,Rule 2,MEDIUM,Rule 2,27986.78025,Robert Half International,5410
TXN000243,EX002,Rule 2,MEDIUM,Rule 2,14832.38,Microsoft,5520
TXN000244,EX002,Rule 2,MEDIUM,Rule 2,16784.112650000003,KPMG Australia,5520
TXN000245,EX002,Rule 2,MEDIUM,Rule 2,6537.2,Google,5400
TXN000246,EX002,Rule 2,MEDIUM,Rule 2,10555.85,DHL Express,5610
TXN000247,EX002,Rule 2,MEDIUM,Rule 2,45087.20705,DHL Express,5500
TXN000248,EX002,Rule 2,MEDIUM,Rule 2,22466.26,MSFT,5000
TXN000249,EX002,Rule 2,MEDIUM,Rule 2,17911.80996,Hays,5700
TXN000250,EX002,Rule 2,MEDIUM,Rule 2,39706.42145,Atlassian Pty,5410
TXN000251,EX002,Rule 2,MEDIUM,Rule 2,30092.277995,Slack,5500
TXN000252,EX002,Rule 2,MEDIUM,Rule 2,17673.18,Adobe,5520
TXN000253,EX002,Rule 2,MEDIUM,Rule 2,34043.319299999996,Regus Australia,5010
TXN000254,EX002,Rule 2,MEDIUM,Rule 2,16217.65825,Accenture Pty,5010
TXN000255,EX002,Rule 2,MEDIUM,Rule 2,20794.83,McKinsey,5000
TXN000256,EX002,Rule 2,MEDIUM,Rule 2,28497.4876,Federal Express,5000
TXN000257,EX002,Rule 2,MEDIUM,Rule 2,17905.766799999998,Regus Australia,5610
TXN000258,EX002,Rule 2,MEDIUM,Rule 2,26674.72,Google,5610
TXN000259,EX002,Rule 2,MEDIUM,Rule 2,18209.11776,EY Australia,5620
TXN000260,EX002,Rule 2,MEDIUM,Rule 2,18907.71206,Oracle,5620
TXN000261,EX002,Rule 2,MEDIUM,Rule 2,16633.29033,LinkedIn Corp,5200
TXN000262,EX002,Rule 2,MEDIUM,Rule 2,21151.07987,Accenture Pty,5220
TXN000263,EX002,Rule 2,MEDIUM,Rule 2,11078.6904,Microsoft,5620
TXN000264,EX002,Rule 2,MEDIUM,Rule 2,14194.32,MSFT,5900
TXN000265,EX002,Rule 2,MEDIUM,Rule 2,23535.89,Robert Half International,5100
TXN000266,EX002,Rule 2,MEDIUM,Rule 2,64040.10794999999,Federal Express,5910
TXN000267,EX002,Rule 2,MEDIUM,Rule 2,47023.224,MSFT,5920
TXN000268,EX002,Rule 2,MEDIUM,Rule 2,976.655705,Regus Australia,5500
TXN000269,EX002,Rule 2,MEDIUM,Rule 2,24117.49,Regus Australia,5620
TXN000270,EX002,Rule 2,MEDIUM,Rule 2,55615.3317,Adobe,5200
TXN000271,EX002,Rule 2,MEDIUM,Rule 2,48042.24494999999,GCP,5710
TXN000272,EX002,Rule 2,MEDIUM,Rule 2,69702.01888999999,Oracle,5620
TXN000273,EX002,Rule 2,MEDIUM,Rule 2,69237.9016,Slack,5210
TXN000274,EX002,Rule 2,MEDIUM,Rule 2,7704.685560000001,AusPost,5200
TXN000275,EX002,Rule 2,MEDIUM,Rule 2,3561.2715000000003,Deloitte Touche,5420
TXN000276,EX002,Rule 2,MEDIUM,Rule 2,72588.28314,Telstra Corp,5710
TXN000277,EX002,Rule 2,MEDIUM,Rule 2,29646.352479999994,Federal Express,5800
TXN000278,EX002,Rule 2,MEDIUM,Rule 2,40941.035800000005,Amazon,5900
TXN000279,EX002,Rule 2,MEDIUM,Rule 2,40824.83412,Slack,5000
TXN000280,EX002,Rule 2,MEDIUM,Rule 2,32398.426749999995,BCG,5010
TXN000281,EX002,Rule 2,MEDIUM,Rule 2,66437.845,Regus Australia,5400
TXN000282,EX002,Rule 2,MEDIUM,Rule 2,12655.19491,McKinsey,5110
TXN000283,EX002,Rule 2,MEDIUM,Rule 2,21761.817345,Deloitte Touche,5410
TXN000284,EX002,Rule 2,MEDIUM,Rule 2,12692.651249999999,MSFT,5200
TXN000285,EX002,Rule 2,MEDIUM,Rule 2,43536.50202,Hays,5420
TXN000286,EX002,Rule 2,MEDIUM,Rule 2,23718.09,Workday,5910
TXN000287,EX002,Rule 2,MEDIUM,Rule 2,32986.26535,Atlassian Pty,5700
TXN000288,EX002,Rule 2,MEDIUM,Rule 2,14891.27,PWC,5620
TXN000289,EX002,Rule 2,MEDIUM,Rule 2,33547.0028,KPMG Australia,5900
TXN000290,EX002,Rule 2,MEDIUM,Rule 2,1020.99,DHL Express,5810
TXN000291,EX002,Rule 2,MEDIUM,Rule 2,24769.60443,EY Australia,5900
TXN000292,EX002,Rule 2,MEDIUM,Rule 2,71457.21305,Google,5610
TXN000293,EX002,Rule 2,MEDIUM,Rule 2,46527.30317000001,Zoom,5620
TXN000294,EX002,Rule 2,MEDIUM,Rule 2,23884.597,Telstra Corp,5910
TXN000295,EX002,Rule 2,MEDIUM,Rule 2,24597.344,WeWork Australia,5910
TXN000296,EX002,Rule 2,MEDIUM,Rule 2,24480.735500000003,EY Australia,5020
TXN000297,EX003,Rule 3,MEDIUM,Rule 3,19577.57,Deloitte Touche,INVALID_ACCT
TXN000298,EX003,Rule 3,MEDIUM,Rule 3,29041.875790000002,EY Australia,INVALID_ACCT
TXN000299,EX003,Rule 3,MEDIUM,Rule 3,33139.198319999996,Amazon,INVALID_ACCT
TXN000300,EX003,Rule 3,MEDIUM,Rule 3,2112.73806,Seek Limited,INVALID_ACCT
TXN000301,EX003,Rule 3,MEDIUM,Rule 3,23973.379620000003,SAP,INVALID_ACCT
TXN000302,EX003,Rule 3,MEDIUM,Rule 3,21988.59,KPMG Australia,INVALID_ACCT
TXN000303,EX003,Rule 3,MEDIUM,Rule 3,12126.41,McKinsey,INVALID_ACCT
TXN000304,EX003,Rule 3,MEDIUM,Rule 3,32282.572500000002,KPMG Australia,INVALID_ACCT
TXN000305,EX003,Rule 3,MEDIUM,Rule 3,70577.64,Regus Australia,INVALID_ACCT
TXN000306,EX003,Rule 3,MEDIUM,Rule 3,35727.36,Hays,INVALID_ACCT
TXN000307,EX003,Rule 3,MEDIUM,Rule 3,56956.0472,Adobe,INVALID_ACCT
TXN000308,EX003,Rule 3,MEDIUM,Rule 3,32115.81303,BCG,INVALID_ACCT
TXN000309,EX003,Rule 3,MEDIUM,Rule 3,35196.19,Atlassian Pty,INVALID_ACCT
TXN000310,EX003,Rule 3,MEDIUM,Rule 3,29775.410754999997,Adobe,INVALID_ACCT
TXN000311,EX003,Rule 3,MEDIUM,Rule 3,67578.64044999999,Optus Pty,INVALID_ACCT
TXN000312,EX003,Rule 3,MEDIUM,Rule 3,31608.206599999998,Regus Australia,INVALID_ACCT
TXN000313,EX003,Rule 3,MEDIUM,Rule 3,39585.712080000005,LinkedIn Corp,INVALID_ACCT
TXN000314,EX003,Rule 3,MEDIUM,Rule 3,17757.66,Telstra Corp,INVALID_ACCT
TXN000315,EX003,Rule 3,MEDIUM,Rule 3,38100.68157,EY Australia,INVALID_ACCT
TXN000316,EX003,Rule 3,MEDIUM,Rule 3,37299.4861,Optus Pty,INVALID_ACCT
TXN000317,EX003,Rule 3,MEDIUM,Rule 3,6516.6252,KPMG Australia,INVALID_ACCT
TXN000318,EX003,Rule 3,MEDIUM,Rule 3,32966.18,Telstra Corp,INVALID_ACCT
TXN000319,EX003,Rule 3,MEDIUM,Rule 3,29981.67054,AWS,INVALID_ACCT
TXN000320,EX003,Rule 3,MEDIUM,Rule 3,45928.7388,Slack,INVALID_ACCT
TXN000321,EX003,Rule 3,MEDIUM,Rule 3,2892.5,Google,INVALID_ACCT
TXN000322,EX003,Rule 3,MEDIUM,Rule 3,24504.94082,DHL Express,INVALID_ACCT
TXN000323,EX003,Rule 3,MEDIUM,Rule 3,31281.73,Slack,INVALID_ACCT
TXN000324,EX003,Rule 3,MEDIUM,Rule 3,16694.41,Atlassian Pty,INVALID_ACCT
TXN000325,EX003,Rule 3,MEDIUM,Rule 3,9885.171999999999,Amazon,INVALID_ACCT
TXN000326,EX003,Rule 3,MEDIUM,Rule 3,39182.15,WeWork Australia,INVALID_ACCT
TXN000327,EX003,Rule 3,MEDIUM,Rule 3,58823.91697,LinkedIn Corp,INVALID_ACCT
TXN000328,EX003,Rule 3,MEDIUM,Rule 3,43117.77,BCG,INVALID_ACCT
TXN000329,EX003,Rule 3,MEDIUM,Rule 3,65555.2665,Google,INVALID_ACCT
TXN000330,EX003,Rule 3,MEDIUM,Rule 3,57038.19897,Workday,INVALID_ACCT
TXN000331,EX003,Rule 3,MEDIUM,Rule 3,28470.588000000003,Telstra Corp,INVALID_ACCT
TXN000332,EX003,Rule 3,MEDIUM,Rule 3,32244.29216,Oracle,INVALID_ACCT
TXN000333,EX003,Rule 3,MEDIUM,Rule 3,8872.29434,EY Australia,INVALID_ACCT
TXN000334,EX003,Rule 3,MEDIUM,Rule 3,44819.0934,Accenture Pty,INVALID_ACCT
TXN000335,EX003,Rule 3,MEDIUM,Rule 3,55950.159999999996,Amazon,INVALID_ACCT
TXN000336,EX003,Rule 3,MEDIUM,Rule 3,7502.9306,AusPost,INVALID_ACCT
TXN000337,EX003,Rule 3,MEDIUM,Rule 3,27465.75439,LinkedIn Corp,INVALID_ACCT
TXN000338,EX003,Rule 3,MEDIUM,Rule 3,1996.5863200000003,Workday,INVALID_ACCT
TXN000339,EX003,Rule 3,MEDIUM,Rule 3,37082.909960000005,Robert Half International,INVALID_ACCT
TXN000340,EX003,Rule 3,MEDIUM,Rule 3,757.5016400000001,LinkedIn Corp,INVALID_ACCT
TXN000341,EX003,Rule 3,MEDIUM,Rule 3,47480.9297,Hays,INVALID_ACCT
TXN000342,EX003,Rule 3,MEDIUM,Rule 3,57346.472700000006,Federal Express,INVALID_ACCT
TXN000343,EX003,Rule 3,MEDIUM,Rule 3,36751.01,SAP,INVALID_ACCT
TXN000344,EX003,Rule 3,MEDIUM,Rule 3,8904.3,Workday,INVALID_ACCT
TXN000345,EX003,Rule 3,MEDIUM,Rule 3,26508.59,Oracle,INVALID_ACCT
TXN000346,EX003,Rule 3,MEDIUM,Rule 3,367.48546,Deloitte Touche,INVALID_ACCT
TXN000347,EX003,Rule 3,MEDIUM,Rule 3,31925.325950000002,LinkedIn Corp,INVALID_ACCT
TXN000348,EX003,Rule 3,MEDIUM,Rule 3,3516.64104,SAP,INVALID_ACCT
TXN000349,EX003,Rule 3,MEDIUM,Rule 3,1351.49,Salesforce,INVALID_ACCT
TXN000350,EX003,Rule 3,MEDIUM,Rule 3,21875.088235,MSFT,INVALID_ACCT
TXN000351,EX003,Rule 3,MEDIUM,Rule 3,27723.35125,Microsoft,INVALID_ACCT
TXN000352,EX003,Rule 3,MEDIUM,Rule 3,13341.76,MSFT,INVALID_ACCT
TXN000353,EX003,Rule 3,MEDIUM,Rule 3,77634.0712,LinkedIn Corp,INVALID_ACCT
TXN000354,EX003,Rule 3,MEDIUM,Rule 3,26720.6,AWS,INVALID_ACCT
TXN000355,EX003,Rule 3,MEDIUM,Rule 3,16823.79885,Optus Pty,INVALID_ACCT
TXN000356,EX003,Rule 3,MEDIUM,Rule 3,32301.970499999996,Zoom,INVALID_ACCT
TXN000357,EX003,Rule 3,MEDIUM,Rule 3,19050.55,Robert Half International,INVALID_ACCT
TXN000358,EX003,Rule 3,MEDIUM,Rule 3,25916.788505,BCG,INVALID_ACCT
TXN000359,EX003,Rule 3,MEDIUM,Rule 3,54962.88955,ServiceNow Inc,INVALID_ACCT
TXN000360,EX003,Rule 3,MEDIUM,Rule 3,16169.11,AWS,INVALID_ACCT
TXN000361,EX003,Rule 3,MEDIUM,Rule 3,19631.31051,SAP,INVALID_ACCT
TXN000362,EX003,Rule 3,MEDIUM,Rule 3,1042.62,Deloitte Touche,INVALID_ACCT
TXN000363,EX003,Rule 3,MEDIUM,Rule 3,64596.194,Regus Australia,INVALID_ACCT
TXN000364,EX003,Rule 3,MEDIUM,Rule 3,63216.60275,Telstra Corp,INVALID_ACCT
TXN000365,EX003,Rule 3,MEDIUM,Rule 3,18495.81196,Robert Half International,INVALID_ACCT
TXN000366,EX003,Rule 3,MEDIUM,Rule 3,22188.5365,LinkedIn Corp,INVALID_ACCT
TXN000367,EX003,Rule 3,MEDIUM,Rule 3,61427.488,Workday,INVALID_ACCT
TXN000368,EX003,Rule 3,MEDIUM,Rule 3,51685.682219999995,Google,INVALID_ACCT
TXN000369,EX003,Rule 3,MEDIUM,Rule 3,36130.09486,LinkedIn Corp,INVALID_ACCT
TXN000370,EX003,Rule 3,MEDIUM,Rule 3,13323.85,WeWork Australia,INVALID_ACCT
TXN000371,EX003,Rule 3,MEDIUM,Rule 3,46378.788,BCG,INVALID_ACCT
TXN000372,EX003,Rule 3,MEDIUM,Rule 3,32917.50641,KPMG Australia,INVALID_ACCT
TXN000373,EX003,Rule 3,MEDIUM,Rule 3,32488.66104,ServiceNow Inc,INVALID_ACCT
TXN000374,EX003,Rule 3,MEDIUM,Rule 3,16924.04,Optus Pty,INVALID_ACCT
TXN000375,EX003,Rule 3,MEDIUM,Rule 3,13738.58404,DHL Express,INVALID_ACCT
TXN000376,EX003,Rule 3,MEDIUM,Rule 3,24098.63,DHL Express,INVALID_ACCT
TXN000012,EX004,Rule 4,MEDIUM,Rule 4,50171.295249999996,Oracle,5810
TXN000015,EX004,Rule 4,MEDIUM,Rule 4,51406.476,WeWork Australia,5810
TXN000019,EX004,Rule 4,MEDIUM,Rule 4,62277.073319999996,Optus Pty,5610
TXN000022,EX004,Rule 4,MEDIUM,Rule 4,65765.98125,McKinsey,5900
TXN000039,EX004,Rule 4,MEDIUM,Rule 4,61111.21265,DHL Express,5320
TXN000049,EX004,Rule 4,MEDIUM,Rule 4,72560.4555,SAP,5000
TXN000055,EX004,Rule 4,MEDIUM,Rule 4,69374.2784,Robert Half International,5200
TXN000061,EX004,Rule 4,MEDIUM,Rule 4,85212.7444,Deloitte Touche,5910
TXN000066,EX004,Rule 4,MEDIUM,Rule 4,79032.1262,McKinsey,5320
TXN000075,EX004,Rule 4,MEDIUM,Rule 4,55181.7092,BCG,5620
TXN000080,EX004,Rule 4,MEDIUM,Rule 4,85778.88985,Seek Limited,5920
TXN000089,EX004,Rule 4,MEDIUM,Rule 4,67893.2791,Accenture Pty,5100
TXN000097,EX004,Rule 4,MEDIUM,Rule 4,64628.645880000004,Robert Half International,5000
TXN000099,EX004,Rule 4,MEDIUM,Rule 4,59962.74075,Slack,5910
TXN000106,EX004,Rule 4,MEDIUM,Rule 4,67860.97559999999,Amazon,5610
TXN000111,EX004,Rule 4,MEDIUM,Rule 4,66279.44615,DHL Express,5010
TXN000117,EX004,Rule 4,MEDIUM,Rule 4,54885.82345,Deloitte Touche,5520
TXN000118,EX004,Rule 4,MEDIUM,Rule 4,54190.20399999999,KPMG Australia,5010
TXN000123,EX004,Rule 4,MEDIUM,Rule 4,85476.12384000001,Zoom,5210
TXN000124,EX004,Rule 4,MEDIUM,Rule 4,87820.3284,Slack,5300
TXN000131,EX004,Rule 4,MEDIUM,Rule 4,73043.1401,Zoom,5010
TXN000146,EX004,Rule 4,MEDIUM,Rule 4,78499.9361,Zoom,5500
TXN000149,EX004,Rule 4,MEDIUM,Rule 4,73079.54648,Regus Australia,5210
TXN000156,EX004,Rule 4,MEDIUM,Rule 4,54184.26456,Oracle,5400
TXN000160,EX004,Rule 4,MEDIUM,Rule 4,51952.59712,LinkedIn Corp,5520
TXN000165,EX004,Rule 4,MEDIUM,Rule 4,58602.411960000005,DHL Express,5510
TXN000168,EX004,Rule 4,MEDIUM,Rule 4,85558.94099999999,Hays,5110
TXN000175,EX004,Rule 4,MEDIUM,Rule 4,62471.472499999996,Atlassian Pty,5800
TXN000180,EX004,Rule 4,MEDIUM,Rule 4,68131.93736000001,DHL Express,5620
TXN000183,EX004,Rule 4,MEDIUM,Rule 4,57813.4946,Slack,5920
TXN000186,EX004,Rule 4,MEDIUM,Rule 4,62992.97385,GCP,5610
TXN000190,EX004,Rule 4,MEDIUM,Rule 4,58253.94072,Microsoft,5120
TXN000197,EX004,Rule 4,MEDIUM,Rule 4,63327.5016,Optus Pty,5120
TXN000204,EX004,Rule 4,MEDIUM,Rule 4,76632.01030000001,Accenture Pty,5210
TXN000208,EX004,Rule 4,MEDIUM,Rule 4,61217.83099999999,Telstra Corp,5210
TXN000211,EX004,Rule 4,MEDIUM,Rule 4,61761.7296,Regus Australia,5120
TXN000215,EX004,Rule 4,MEDIUM,Rule 4,62311.79084,Atlassian Pty,5500
TXN000218,EX004,Rule 4,MEDIUM,Rule 4,52092.90952,McKinsey,5600
TXN000227,EX004,Rule 4,MEDIUM,Rule 4,57437.29569,AusPost,5800
TXN000231,EX004,Rule 4,MEDIUM,Rule 4,87567.04135000001,PWC,5100
TXN000266,EX004,Rule 4,MEDIUM,Rule 4,64040.10794999999,Federal Express,5910
TXN000270,EX004,Rule 4,MEDIUM,Rule 4,55615.3317,Adobe,5200
TXN000272,EX004,Rule 4,MEDIUM,Rule 4,69702.01888999999,Oracle,5620
TXN000273,EX004,Rule 4,MEDIUM,Rule 4,69237.9016,Slack,5210
TXN000276,EX004,Rule 4,MEDIUM,Rule 4,72588.28314,Telstra Corp,5710
TXN000281,EX004,Rule 4,MEDIUM,Rule 4,66437.845,Regus Australia,5400
TXN000292,EX004,Rule 4,MEDIUM,Rule 4,71457.21305,Google,5610
TXN000305,EX004,Rule 4,MEDIUM,Rule 4,70577.64,Regus Australia,INVALID_ACCT
TXN000307,EX004,Rule 4,MEDIUM,Rule 4,56956.0472,Adobe,INVALID_ACCT
TXN000311,EX004,Rule 4,MEDIUM,Rule 4,67578.64044999999,Optus Pty,INVALID_ACCT
TXN000327,EX004,Rule 4,MEDIUM,Rule 4,58823.91697,LinkedIn Corp,INVALID_ACCT
TXN000329,EX004,Rule 4,MEDIUM,Rule 4,65555.2665,Google,INVALID_ACCT
TXN000330,EX004,Rule 4,MEDIUM,Rule 4,57038.19897,Workday,INVALID_ACCT
TXN000335,EX004,Rule 4,MEDIUM,Rule 4,55950.159999999996,Amazon,INVALID_ACCT
TXN000342,EX004,Rule 4,MEDIUM,Rule 4,57346.472700000006,Federal Express,INVALID_ACCT
TXN000353,EX004,Rule 4,MEDIUM,Rule 4,77634.0712,LinkedIn Corp,INVALID_ACCT
TXN000359,EX004,Rule 4,MEDIUM,Rule 4,54962.88955,ServiceNow Inc,INVALID_ACCT
TXN000363,EX004,Rule 4,MEDIUM,Rule 4,64596.194,Regus Australia,INVALID_ACCT
TXN000364,EX004,Rule 4,MEDIUM,Rule 4,63216.60275,Telstra Corp,INVALID_ACCT
TXN000367,EX004,Rule 4,MEDIUM,Rule 4,61427.488,Workday,INVALID_ACCT
TXN000368,EX004,Rule 4,MEDIUM,Rule 4,51685.682219999995,Google,INVALID_ACCT
TXN000379,EX004,Rule 4,MEDIUM,Rule 4,84119.37488,Unknown Vendor LLC,5410
TXN000388,EX004,Rule 4,MEDIUM,Rule 4,60884.4362,Mystery Corp,5700
TXN000393,EX004,Rule 4,MEDIUM,Rule 4,59853.9508,Unregistered Supplier,5100
TXN000400,EX004,Rule 4,MEDIUM,Rule 4,85141.98995,Unregistered Supplier,5210
TXN000401,EX004,Rule 4,MEDIUM,Rule 4,67004.88149,New Vendor XYZ,5500
TXN000404,EX004,Rule 4,MEDIUM,Rule 4,77880.3184,Unknown Vendor LLC,5620
TXN000409,EX004,Rule 4,MEDIUM,Rule 4,57708.016,Unlisted Company,5810
TXN000420,EX004,Rule 4,MEDIUM,Rule 4,71160.61195,Unlisted Company,5400
TXN000425,EX004,Rule 4,MEDIUM,Rule 4,68102.27597999999,Unregistered Supplier,5800
TXN000429,EX004,Rule 4,MEDIUM,Rule 4,85404.92818,Unregistered Supplier,5100
TXN000430,EX004,Rule 4,MEDIUM,Rule 4,76115.6181,Unknown Vendor LLC,5120
TXN000550,EX004,Rule 4,MEDIUM,Rule 4,51437.455310000005,WeWork Australia,5120
TXN000551,EX004,Rule 4,MEDIUM,Rule 4,51916.71732,ServiceNow Inc,5700
TXN000553,EX004,Rule 4,MEDIUM,Rule 4,67162.2505,Amazon,5700
TXN000554,EX004,Rule 4,MEDIUM,Rule 4,51121.03474999999,Regus Australia,5800
TXN000578,EX004,Rule 4,MEDIUM,Rule 4,71633.76105,Adobe,5210
TXN000582,EX004,Rule 4,MEDIUM,Rule 4,61928.476350000004,Deloitte Touche,5910
TXN000583,EX004,Rule 4,MEDIUM,Rule 4,54555.60212,EY Australia,5610
TXN000590,EX004,Rule 4,MEDIUM,Rule 4,68404.31137,WeWork Australia,5010
TXN000597,EX004,Rule 4,MEDIUM,Rule 4,83631.68306,GCP,5900
TXN000598,EX004,Rule 4,MEDIUM,Rule 4,62387.570100000004,Accenture Pty,5400
TXN000605,EX004,Rule 4,MEDIUM,Rule 4,77156.31017,Salesforce,5320
TXN000611,EX004,Rule 4,MEDIUM,Rule 4,63455.322869999996,ServiceNow Inc,5900
TXN000613,EX004,Rule 4,MEDIUM,Rule 4,65402.8437,Deloitte Touche,5100
TXN000618,EX004,Rule 4,MEDIUM,Rule 4,64798.26760000001,McKinsey,5310
TXN000624,EX004,Rule 4,MEDIUM,Rule 4,57843.141749999995,McKinsey,5710
TXN000631,EX004,Rule 4,MEDIUM,Rule 4,71211.79385,AusPost,5700
TXN000634,EX004,Rule 4,MEDIUM,Rule 4,57618.123029999995,SAP,5200
TXN000642,EX004,Rule 4,MEDIUM,Rule 4,52231.20777,Workday,5520
TXN000645,EX004,Rule 4,MEDIUM,Rule 4,52080.67288,Federal Express,5410
TXN000656,EX004,Rule 4,MEDIUM,Rule 4,57406.44876,Atlassian Pty,5710
TXN000664,EX004,Rule 4,MEDIUM,Rule 4,50069.4659,BCG,5320
TXN000665,EX004,Rule 4,MEDIUM,Rule 4,54230.30555999999,Amazon,5120
TXN000672,EX004,Rule 4,MEDIUM,Rule 4,52352.705069999996,Optus Pty,5120
TXN000679,EX004,Rule 4,MEDIUM,Rule 4,60790.937750000005,Amazon,5500
TXN000681,EX004,Rule 4,MEDIUM,Rule 4,119708.12325,Telstra Corp,5620
TXN000682,EX004,Rule 4,MEDIUM,Rule 4,255629.38713,GCP,5700
TXN000683,EX004,Rule 4,MEDIUM,Rule 4,98614.45,LinkedIn Corp,5510
TXN000684,EX004,Rule 4,MEDIUM,Rule 4,119261.63067000001,Robert Half International,5900
TXN000685,EX004,Rule 4,MEDIUM,Rule 4,64809.000190000006,BCG,5110
TXN000686,EX004,Rule 4,MEDIUM,Rule 4,86276.01356,Regus Australia,5320
TXN000687,EX004,Rule 4,MEDIUM,Rule 4,85725.09,Microsoft,5310
TXN000688,EX004,Rule 4,MEDIUM,Rule 4,272276.3299,Hays,5800
